	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
14171	il tessitore fa	6.5.3.2.1	731	737_26-s-m-b-it	il tessitore	singular	male	binary	to do-indicative-present-affirmative
14172	la tessitrice aspira a	6.5.3.2.1	731	737_26-s-f-b-it	la tessitrice	singular	female	binary	to aspire to-indicative-present-affirmative
14173	la tessitrice è	6.5.3.2.1	731	737_26-s-f-b-it	la tessitrice	singular	female	binary	to be-indicative-present-affirmative
14174	la tessitrice è considerata	6.5.3.2.1	731	737_26-s-f-b-it	la tessitrice	singular	female	binary	to be considered-indicative-present-affirmative
14175	la tessitrice fa	6.5.3.2.1	731	737_26-s-f-b-it	la tessitrice	singular	female	binary	to do-indicative-present-affirmative
14176	i tessitori aspirano a	6.5.3.2.1	731	737_26-p-m-b-it	i tessitori	plural	male	binary	to aspire to-indicative-present-affirmative
14177	i tessitori sono	6.5.3.2.1	731	737_26-p-m-b-it	i tessitori	plural	male	binary	to be-indicative-present-affirmative
14178	i tessitori sono considerati	6.5.3.2.1	731	737_26-p-m-b-it	i tessitori	plural	male	binary	to be considered-indicative-present-affirmative
14179	i tessitori fanno	6.5.3.2.1	731	737_26-p-m-b-it	i tessitori	plural	male	binary	to do-indicative-present-affirmative
14180	le tessitrici aspirano a	6.5.3.2.1	731	737_26-p-f-b-it	le tessitrici	plural	female	binary	to aspire to-indicative-present-affirmative
14181	le tessitrici sono	6.5.3.2.1	731	737_26-p-f-b-it	le tessitrici	plural	female	binary	to be-indicative-present-affirmative
14182	le tessitrici sono considerate	6.5.3.2.1	731	737_26-p-f-b-it	le tessitrici	plural	female	binary	to be considered-indicative-present-affirmative
14183	le tessitrici fanno	6.5.3.2.1	731	737_26-p-f-b-it	le tessitrici	plural	female	binary	to do-indicative-present-affirmative
14184	l* maglierista aspira a	6.5.3.2.2	731	737_27-s-n-*-it	l* maglierista	singular	neutral	*	to aspire to-indicative-present-affirmative
14185	l* maglierista è	6.5.3.2.2	731	737_27-s-n-*-it	l* maglierista	singular	neutral	*	to be-indicative-present-affirmative
14186	l* maglierista è considerat*	6.5.3.2.2	731	737_27-s-n-*-it	l* maglierista	singular	neutral	*	to be considered-indicative-present-affirmative
14187	l* maglierista fa	6.5.3.2.2	731	737_27-s-n-*-it	l* maglierista	singular	neutral	*	to do-indicative-present-affirmative
14188	il maglierista aspira a	6.5.3.2.2	731	737_27-s-m-b-it	il maglierista	singular	male	binary	to aspire to-indicative-present-affirmative
14189	il maglierista è	6.5.3.2.2	731	737_27-s-m-b-it	il maglierista	singular	male	binary	to be-indicative-present-affirmative
14190	il maglierista è considerato	6.5.3.2.2	731	737_27-s-m-b-it	il maglierista	singular	male	binary	to be considered-indicative-present-affirmative
14191	il maglierista fa	6.5.3.2.2	731	737_27-s-m-b-it	il maglierista	singular	male	binary	to do-indicative-present-affirmative
14192	la maglierista aspira a	6.5.3.2.2	731	737_27-s-f-b-it	la maglierista	singular	female	binary	to aspire to-indicative-present-affirmative
14193	la maglierista è	6.5.3.2.2	731	737_27-s-f-b-it	la maglierista	singular	female	binary	to be-indicative-present-affirmative
14194	la maglierista è considerata	6.5.3.2.2	731	737_27-s-f-b-it	la maglierista	singular	female	binary	to be considered-indicative-present-affirmative
14195	la maglierista fa	6.5.3.2.2	731	737_27-s-f-b-it	la maglierista	singular	female	binary	to do-indicative-present-affirmative
14196	l* maglierist* aspirano a	6.5.3.2.2	731	737_27-p-n-*-it	l* maglierist*	plural	neutral	*	to aspire to-indicative-present-affirmative
14197	l* maglierist* sono	6.5.3.2.2	731	737_27-p-n-*-it	l* maglierist*	plural	neutral	*	to be-indicative-present-affirmative
14198	l* maglierist* sono considerat*	6.5.3.2.2	731	737_27-p-n-*-it	l* maglierist*	plural	neutral	*	to be considered-indicative-present-affirmative
14199	l* maglierist* fanno	6.5.3.2.2	731	737_27-p-n-*-it	l* maglierist*	plural	neutral	*	to do-indicative-present-affirmative
14200	i maglieristi aspirano a	6.5.3.2.2	731	737_27-p-m-b-it	i maglieristi	plural	male	binary	to aspire to-indicative-present-affirmative
14201	i maglieristi sono	6.5.3.2.2	731	737_27-p-m-b-it	i maglieristi	plural	male	binary	to be-indicative-present-affirmative
14202	i maglieristi sono considerati	6.5.3.2.2	731	737_27-p-m-b-it	i maglieristi	plural	male	binary	to be considered-indicative-present-affirmative
14203	i maglieristi fanno	6.5.3.2.2	731	737_27-p-m-b-it	i maglieristi	plural	male	binary	to do-indicative-present-affirmative
14204	le maglieriste aspirano a	6.5.3.2.2	731	737_27-p-f-b-it	le maglieriste	plural	female	binary	to aspire to-indicative-present-affirmative
14205	le maglieriste sono	6.5.3.2.2	731	737_27-p-f-b-it	le maglieriste	plural	female	binary	to be-indicative-present-affirmative
14206	le maglieriste sono considerate	6.5.3.2.2	731	737_27-p-f-b-it	le maglieriste	plural	female	binary	to be considered-indicative-present-affirmative
14207	le maglieriste fanno	6.5.3.2.2	731	737_27-p-f-b-it	le maglieriste	plural	female	binary	to do-indicative-present-affirmative
14208	l* tint* e addett* al trattamento chimico dei tessuti aspira a	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14209	l* tint* e addett* al trattamento chimico dei tessuti aspirano a	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14210	l* tint* e addett* al trattamento chimico dei tessuti è	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to be-indicative-present-affirmative
14211	l* tint* e addett* al trattamento chimico dei tessuti sono	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to be-indicative-present-affirmative
14212	l* tint* e addett* al trattamento chimico dei tessuti è considerat*	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14213	l* tint* e addett* al trattamento chimico dei tessuti sono considerat*	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14214	l* tint* e addett* al trattamento chimico dei tessuti fa	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to do-indicative-present-affirmative
14215	l* tint* e addett* al trattamento chimico dei tessuti fanno	6.5.3.2.3	731	737_28-sp-n-*-it	l* tint* e addett* al trattamento chimico dei tessuti	singular, plural	neutral	*	to do-indicative-present-affirmative
14216	il tintore e addetto al trattamento chimico dei tessuti aspira a	6.5.3.2.3	731	737_28-s-m-b-it	il tintore e addetto al trattamento chimico dei tessuti	singular	male	binary	to aspire to-indicative-present-affirmative
14217	il tintore e addetto al trattamento chimico dei tessuti è	6.5.3.2.3	731	737_28-s-m-b-it	il tintore e addetto al trattamento chimico dei tessuti	singular	male	binary	to be-indicative-present-affirmative
14218	il tintore e addetto al trattamento chimico dei tessuti è considerato	6.5.3.2.3	731	737_28-s-m-b-it	il tintore e addetto al trattamento chimico dei tessuti	singular	male	binary	to be considered-indicative-present-affirmative
14219	il tintore e addetto al trattamento chimico dei tessuti fa	6.5.3.2.3	731	737_28-s-m-b-it	il tintore e addetto al trattamento chimico dei tessuti	singular	male	binary	to do-indicative-present-affirmative
14220	la tintrice e addetta al trattamento chimico dei tessuti aspira a	6.5.3.2.3	731	737_28-s-f-b-it	la tintrice e addetta al trattamento chimico dei tessuti	singular	female	binary	to aspire to-indicative-present-affirmative
14221	la tintrice e addetta al trattamento chimico dei tessuti è	6.5.3.2.3	731	737_28-s-f-b-it	la tintrice e addetta al trattamento chimico dei tessuti	singular	female	binary	to be-indicative-present-affirmative
14222	la tintrice e addetta al trattamento chimico dei tessuti è considerata	6.5.3.2.3	731	737_28-s-f-b-it	la tintrice e addetta al trattamento chimico dei tessuti	singular	female	binary	to be considered-indicative-present-affirmative
14223	la tintrice e addetta al trattamento chimico dei tessuti fa	6.5.3.2.3	731	737_28-s-f-b-it	la tintrice e addetta al trattamento chimico dei tessuti	singular	female	binary	to do-indicative-present-affirmative
14224	i tintori e addetti al trattamento chimico dei tessuti aspirano a	6.5.3.2.3	731	737_28-p-m-b-it	i tintori e addetti al trattamento chimico dei tessuti	plural	male	binary	to aspire to-indicative-present-affirmative
14225	i tintori e addetti al trattamento chimico dei tessuti sono	6.5.3.2.3	731	737_28-p-m-b-it	i tintori e addetti al trattamento chimico dei tessuti	plural	male	binary	to be-indicative-present-affirmative
14226	i tintori e addetti al trattamento chimico dei tessuti sono considerati	6.5.3.2.3	731	737_28-p-m-b-it	i tintori e addetti al trattamento chimico dei tessuti	plural	male	binary	to be considered-indicative-present-affirmative
14227	i tintori e addetti al trattamento chimico dei tessuti fanno	6.5.3.2.3	731	737_28-p-m-b-it	i tintori e addetti al trattamento chimico dei tessuti	plural	male	binary	to do-indicative-present-affirmative
14228	le tintrici e addette al trattamento chimico dei tessuti aspirano a	6.5.3.2.3	731	737_28-p-f-b-it	le tintrici e addette al trattamento chimico dei tessuti	plural	female	binary	to aspire to-indicative-present-affirmative
14229	le tintrici e addette al trattamento chimico dei tessuti sono	6.5.3.2.3	731	737_28-p-f-b-it	le tintrici e addette al trattamento chimico dei tessuti	plural	female	binary	to be-indicative-present-affirmative
14230	le tintrici e addette al trattamento chimico dei tessuti sono considerate	6.5.3.2.3	731	737_28-p-f-b-it	le tintrici e addette al trattamento chimico dei tessuti	plural	female	binary	to be considered-indicative-present-affirmative
14231	le tintrici e addette al trattamento chimico dei tessuti fanno	6.5.3.2.3	731	737_28-p-f-b-it	le tintrici e addette al trattamento chimico dei tessuti	plural	female	binary	to do-indicative-present-affirmative
14232	l'operat* delle attività poligrafiche di pre-stampa aspira a	6.3.4.1.0	732	738_1-s-n-*-it	l'operat* delle attività poligrafiche di pre-stampa	singular	neutral	*	to aspire to-indicative-present-affirmative
14233	l'operat* delle attività poligrafiche di pre-stampa è	6.3.4.1.0	732	738_1-s-n-*-it	l'operat* delle attività poligrafiche di pre-stampa	singular	neutral	*	to be-indicative-present-affirmative
14234	l'operat* delle attività poligrafiche di pre-stampa è considerat*	6.3.4.1.0	732	738_1-s-n-*-it	l'operat* delle attività poligrafiche di pre-stampa	singular	neutral	*	to be considered-indicative-present-affirmative
14235	l'operat* delle attività poligrafiche di pre-stampa fa	6.3.4.1.0	732	738_1-s-n-*-it	l'operat* delle attività poligrafiche di pre-stampa	singular	neutral	*	to do-indicative-present-affirmative
14236	l'operatore delle attività poligrafiche di pre-stampa aspira a	6.3.4.1.0	732	738_1-s-m-b-it	l'operatore delle attività poligrafiche di pre-stampa	singular	male	binary	to aspire to-indicative-present-affirmative
14237	l'operatore delle attività poligrafiche di pre-stampa è	6.3.4.1.0	732	738_1-s-m-b-it	l'operatore delle attività poligrafiche di pre-stampa	singular	male	binary	to be-indicative-present-affirmative
14238	l'operatore delle attività poligrafiche di pre-stampa è considerato	6.3.4.1.0	732	738_1-s-m-b-it	l'operatore delle attività poligrafiche di pre-stampa	singular	male	binary	to be considered-indicative-present-affirmative
14239	l'operatore delle attività poligrafiche di pre-stampa fa	6.3.4.1.0	732	738_1-s-m-b-it	l'operatore delle attività poligrafiche di pre-stampa	singular	male	binary	to do-indicative-present-affirmative
14240	l'operatrice delle attività poligrafiche di pre-stampa aspira a	6.3.4.1.0	732	738_1-s-f-b-it	l'operatrice delle attività poligrafiche di pre-stampa	singular	female	binary	to aspire to-indicative-present-affirmative
14241	l'operatrice delle attività poligrafiche di pre-stampa è	6.3.4.1.0	732	738_1-s-f-b-it	l'operatrice delle attività poligrafiche di pre-stampa	singular	female	binary	to be-indicative-present-affirmative
14242	l'operatrice delle attività poligrafiche di pre-stampa è considerata	6.3.4.1.0	732	738_1-s-f-b-it	l'operatrice delle attività poligrafiche di pre-stampa	singular	female	binary	to be considered-indicative-present-affirmative
14243	l'operatrice delle attività poligrafiche di pre-stampa fa	6.3.4.1.0	732	738_1-s-f-b-it	l'operatrice delle attività poligrafiche di pre-stampa	singular	female	binary	to do-indicative-present-affirmative
14244	l* operat* delle attività poligrafiche di pre-stampa aspirano a	6.3.4.1.0	732	738_1-p-n-*-it	l* operat* delle attività poligrafiche di pre-stampa	plural	neutral	*	to aspire to-indicative-present-affirmative
14245	l* operat* delle attività poligrafiche di pre-stampa sono	6.3.4.1.0	732	738_1-p-n-*-it	l* operat* delle attività poligrafiche di pre-stampa	plural	neutral	*	to be-indicative-present-affirmative
14246	l* operat* delle attività poligrafiche di pre-stampa sono considerat*	6.3.4.1.0	732	738_1-p-n-*-it	l* operat* delle attività poligrafiche di pre-stampa	plural	neutral	*	to be considered-indicative-present-affirmative
14247	l* operat* delle attività poligrafiche di pre-stampa fanno	6.3.4.1.0	732	738_1-p-n-*-it	l* operat* delle attività poligrafiche di pre-stampa	plural	neutral	*	to do-indicative-present-affirmative
14248	gli operatori delle attività poligrafiche di pre-stampa aspirano a	6.3.4.1.0	732	738_1-p-m-b-it	gli operatori delle attività poligrafiche di pre-stampa	plural	male	binary	to aspire to-indicative-present-affirmative
14249	gli operatori delle attività poligrafiche di pre-stampa sono	6.3.4.1.0	732	738_1-p-m-b-it	gli operatori delle attività poligrafiche di pre-stampa	plural	male	binary	to be-indicative-present-affirmative
14250	gli operatori delle attività poligrafiche di pre-stampa sono considerati	6.3.4.1.0	732	738_1-p-m-b-it	gli operatori delle attività poligrafiche di pre-stampa	plural	male	binary	to be considered-indicative-present-affirmative
14251	gli operatori delle attività poligrafiche di pre-stampa fanno	6.3.4.1.0	732	738_1-p-m-b-it	gli operatori delle attività poligrafiche di pre-stampa	plural	male	binary	to do-indicative-present-affirmative
14252	le operatrici delle attività poligrafiche di pre-stampa aspirano a	6.3.4.1.0	732	738_1-p-f-b-it	le operatrici delle attività poligrafiche di pre-stampa	plural	female	binary	to aspire to-indicative-present-affirmative
14253	le operatrici delle attività poligrafiche di pre-stampa sono	6.3.4.1.0	732	738_1-p-f-b-it	le operatrici delle attività poligrafiche di pre-stampa	plural	female	binary	to be-indicative-present-affirmative
14254	le operatrici delle attività poligrafiche di pre-stampa sono considerate	6.3.4.1.0	732	738_1-p-f-b-it	le operatrici delle attività poligrafiche di pre-stampa	plural	female	binary	to be considered-indicative-present-affirmative
14255	le operatrici delle attività poligrafiche di pre-stampa fanno	6.3.4.1.0	732	738_1-p-f-b-it	le operatrici delle attività poligrafiche di pre-stampa	plural	female	binary	to do-indicative-present-affirmative
14256	l* stampat* offset e alla rotativa aspira a	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14257	l* stampat* offset e alla rotativa aspirano a	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
14258	l* stampat* offset e alla rotativa è	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to be-indicative-present-affirmative
14259	l* stampat* offset e alla rotativa sono	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to be-indicative-present-affirmative
14260	l* stampat* offset e alla rotativa è considerat*	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to be considered-indicative-present-affirmative
14261	l* stampat* offset e alla rotativa sono considerat*	6.3.4.2.0	732	738_2-sp-n-*-it	l* stampat* offset e alla rotativa	singular, plural	neutral	*	to be considered-indicative-present-affirmative
